97.23	304.07	583.47
95.33	297.84	575.54
97.22	287.37	541.25
96.74	299.16	583.77
94.83	298.98	533.05
96.28	300.38	545.68
98.21	288.56	527.47
98.35	301.13	549.03
99.48	290.93	541.80
94.77	277.63	581.53
95.73	293.17	554.26
97.20	296.09	553.41
99.91	300.44	565.58
96.54	291.62	572.80
96.82	285.83	560.57
98.30	298.69	576.82
97.72	290.49	577.24
97.37	301.77	536.23
98.77	286.16	560.15
97.82	293.64	559.48
97.79	289.93	569.88
96.23	301.70	558.44
95.26	289.56	544.63
