89.28	89.28	89.28
89.29	89.29	117.54
89.28	89.28	90.83
89.29	89.28	91.34
89.28	89.28	90.31
89.29	89.28	122.15
89.28	89.83	98.10
89.28	89.29	90.83
89.28	89.28	90.32
89.28	89.28	94.42
89.28	89.28	124.29
89.28	89.28	120.78
89.28	89.28	89.80
89.28	89.28	115.97
89.29	89.28	94.42
89.28	89.83	89.28
89.28	90.38	89.29
89.28	89.28	103.66
89.28	89.28	95.97
89.28	90.38	91.86
89.28	89.28	89.28
89.28	89.83	114.93
