89.28	190.68	464.74
89.28	196.86	438.72
89.28	194.82	443.99
92.02	196.34	462.64
89.28	202.74	436.45
89.29	190.78	459.95
89.28	188.19	441.91
89.28	188.74	429.86
89.28	200.63	454.98
89.28	199.19	430.48
89.28	181.55	453.47
89.80	189.48	434.46
89.80	216.50	425.53
89.28	198.55	447.68
89.28	195.60	447.09
89.28	192.96	437.36
89.83	196.91	427.58
89.28	203.19	467.68
89.28	188.67	443.18
89.28	192.70	487.90
89.28	195.73	431.73
89.28	195.20	449.89
